stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,otherOperatingExpenses,minorityInterest,discontinuedOperations
CME,2018-12-31,1962200000,1963700000,34300000,0,1628200000,4309400000,814100000,157700000,2681200000,2681200000,4309400000,1126100000,1962200000,2777800000,,253400000,46800000,
CME,2017-12-31,4063400000,4063400000,225100000,0,1343500000,3644700000,1537100000,117000000,2301200000,2301200000,3644700000,929400000,4063400000,2526300000,,205600000,46800000,
CME,2016-12-31,1534100000,1534100000,37700000,0,1372400000,3595200000,753500000,123500000,2222800000,2222800000,3595200000,971100000,1534100000,2287600000,,176000000,46800000,
CME,2020-03-31,766200000,766800000,29400000,0,558600000,1518500000,222500000,40900000,959900000,959900000,1518500000,385900000,766200000,989300000,,31000000,60100000,
CME,2019-12-31,469500000,469000000,17200000,0,494200000,1135500000,155100000,42000000,641300000,641300000,1135500000,381200000,469500000,624100000,,30400000,3100000,
CME,2019-09-30,636300000,636300000,38000000,0,590100000,1275300000,86900000,42800000,685200000,685200000,1275300000,381900000,636300000,723200000,,30100000,87000000,
CME,2019-06-30,513800000,514600000,3500000,0,572400000,1271000000,187500000,45100000,698600000,698600000,1271000000,382800000,513800000,702100000,,29700000,67200000,
CCI,2019-12-31,747000000,860000000,710000000,1986000000,4172000000,5763000000,21000000,683000000,1591000000,1591000000,3777000000,614000000,860000000,881000000,,,,
CCI,2018-12-31,509000000,622000000,795000000,1844000000,3934000000,5370000000,19000000,642000000,1436000000,1436000000,3526000000,563000000,622000000,641000000,,,,
CCI,2017-12-31,308000000,366000000,653000000,1543000000,3210000000,4255000000,26000000,591000000,1045000000,1045000000,2712000000,426000000,366000000,392000000,,,,
CCI,2016-12-31,324000000,357000000,626000000,1441000000,2921000000,3921000000,17000000,515000000,1000000000,1000000000,2480000000,371000000,357000000,374000000,,,,
CCI,2020-03-31,157000000,185000000,183000000,474000000,1048000000,1421000000,5000000,175000000,373000000,373000000,947000000,175000000,185000000,190000000,,,,
CCI,2019-12-31,103000000,131000000,174000000,481000000,1034000000,1345000000,6000000,173000000,311000000,311000000,864000000,157000000,131000000,137000000,,,,
CCI,2019-09-30,244000000,272000000,182000000,516000000,1055000000,1514000000,5000000,173000000,459000000,459000000,998000000,150000000,272000000,277000000,,,,
CCI,2019-06-30,218000000,246000000,177000000,503000000,1051000000,1478000000,4000000,169000000,427000000,427000000,975000000,155000000,246000000,250000000,,,,
ISRG,2019-12-31,1379300000,1381800000,126900000,1368300000,3103200000,4478500000,120400000,,1375300000,1375300000,3110200000,1177600000,1379300000,1502200000,557300000,,20900000,
ISRG,2018-12-31,1127900000,1125000000,34900000,1120100000,2479600000,3724200000,154500000,,1244600000,1244600000,2604100000,941400000,1127900000,1279500000,418100000,,8700000,
ISRG,2017-12-31,670900000,670900000,41900000,936200000,2075300000,3138200000,433900000,,1062900000,1062900000,2202000000,810500000,670900000,1104800000,328600000,,1600000,
ISRG,2016-12-31,738300000,738300000,23500000,813600000,1744700000,2706500000,247000000,,961800000,961800000,1892900000,691500000,738300000,985300000,239600000,,1600000,
ISRG,2020-03-31,313500000,316200000,25100000,361300000,816500000,1099500000,8100000,,283000000,283000000,738200000,308100000,313500000,308100000,147100000,23800000,,
ISRG,2019-12-31,357700000,362700000,33500000,381700000,879500000,1277700000,69000000,,398200000,398200000,896000000,341200000,357700000,431700000,156600000,20900000,,
ISRG,2019-09-30,396800000,398700000,33100000,342600000,762300000,1128200000,300000,,365900000,365900000,785600000,283800000,396800000,399000000,135900000,15700000,,
ISRG,2019-06-30,318300000,316400000,32800000,339900000,739900000,1098900000,75400000,,359000000,359000000,759000000,279200000,318300000,391800000,120800000,14300000,,
VRTX,2019-12-31,1176810000,1176810000,192894000,2302298000,2960796000,4162821000,218109000,58502000,1202025000,1202025000,1860523000,658498000,1176810000,1394919000,,,,
VRTX,2018-12-31,2096395000,2087103000,63725000,1826015000,2383631000,3047597000,1486862000,72471000,663966000,663966000,1221582000,557616000,2096896000,600241000,,,,
VRTX,2017-12-31,263191000,91635000,408518000,1599744000,2095823000,2488652000,107324000,69298000,392829000,392829000,888908000,496079000,263484000,15689000,,,,
VRTX,2016-12-31,112052000,84031000,78564000,1258150000,1690979000,1702177000,16665000,81432000,11198000,11198000,444027000,432829000,112052000,67366000,,,,
VRTX,2020-03-31,602753000,602753000,67173000,608347000,790400000,1515107000,54781000,14136000,724707000,724707000,906760000,182053000,602753000,657534000,,,,
VRTX,2019-12-31,583234000,583234000,123985000,665023000,860300000,1413265000,93716000,14249000,552965000,552965000,748242000,195277000,583234000,676950000,,,,
VRTX,2019-09-30,57518000,57518000,31626000,687862000,847536000,949828000,13148000,14548000,102292000,102292000,261966000,159674000,57518000,70666000,,,,
VRTX,2019-06-30,267427000,267427000,57178000,514831000,671333000,941293000,59711000,14837000,269960000,269960000,426462000,156502000,267427000,327138000,,,,
MMM,2019-12-31,4570000000,4582000000,1424000000,16736000000,25000000000,32136000000,1130000000,448000000,7136000000,7136000000,15400000000,6390000000,4570000000,5712000000,1874000000,,63000000,
MMM,2018-12-31,5349000000,5363000000,767000000,16655000000,24998000000,32765000000,1637000000,350000000,7767000000,7767000000,16110000000,6527000000,5349000000,7000000000,1816000000,,52000000,
MMM,2017-12-31,4858000000,4869000000,215000000,15969000000,24324000000,31657000000,2679000000,322000000,7333000000,7333000000,15688000000,6493000000,4858000000,7548000000,1862000000,,59000000,
MMM,2016-12-31,5050000000,5058000000,59000000,15118000000,22997000000,30109000000,1995000000,199000000,7112000000,7112000000,14991000000,6115000000,5050000000,7053000000,1764000000,,45000000,
MMM,2020-03-31,1292000000,1294000000,111000000,4109000000,6397000000,8075000000,273000000,123000000,1678000000,1678000000,3966000000,1751000000,1292000000,1567000000,537000000,62000000,,
MMM,2019-12-31,969000000,970000000,420000000,4166000000,6479000000,8111000000,242000000,124000000,1632000000,1632000000,3945000000,1824000000,969000000,1212000000,489000000,63000000,,
MMM,2019-09-30,1583000000,1588000000,22000000,4188000000,6048000000,7991000000,378000000,109000000,1943000000,1943000000,3803000000,1417000000,1583000000,1966000000,443000000,62000000,,
MMM,2019-06-30,1127000000,1131000000,402000000,4295000000,6323000000,8171000000,315000000,111000000,1848000000,1848000000,3876000000,1563000000,1127000000,1446000000,465000000,59000000,,
NOC,2019-12-31,2248000000,2248000000,421000000,26582000000,30872000000,33841000000,300000000,528000000,2969000000,2969000000,7259000000,4290000000,2248000000,2548000000,,,,
NOC,2018-12-31,3229000000,3229000000,461000000,23275000000,25892000000,30095000000,513000000,562000000,4203000000,4203000000,6820000000,2617000000,3229000000,3742000000,,,,
NOC,2017-12-31,2869000000,2869000000,224000000,20074000000,21551000000,26004000000,1360000000,360000000,4453000000,4453000000,5930000000,1477000000,2869000000,4229000000,,,,
NOC,2016-12-31,2043000000,2043000000,257000000,18797000000,21768000000,24706000000,638000000,301000000,2938000000,2938000000,5909000000,2971000000,2043000000,2681000000,,,,
NOC,2020-03-31,868000000,868000000,183000000,6898000000,7384000000,8620000000,185000000,125000000,1236000000,1236000000,1722000000,486000000,868000000,1053000000,,,,
NOC,2019-12-31,409000000,409000000,105000000,6615000000,9185000000,8721000000,160000000,130000000,464000000,464000000,2106000000,2570000000,409000000,569000000,,,,
NOC,2019-09-30,933000000,933000000,96000000,6748000000,7324000000,8475000000,122000000,123000000,1151000000,1151000000,1727000000,576000000,933000000,1055000000,,,,
NOC,2019-06-30,861000000,861000000,118000000,6726000000,7310000000,8456000000,167000000,137000000,1146000000,1146000000,1730000000,584000000,861000000,1028000000,,,,
