stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,otherOperatingExpenses,minorityInterest,discontinuedOperations
C,2019-12-31,4649000000,4999000000,0,0,10553000000,16255000000,703000000,,5702000000,0,16255000000,7875000000,4979000000,5702000000,,704000000,2678000000,4000000
C,2019-09-30,4632000000,4943000000,0,0,10490000000,16512000000,1079000000,,6022000000,0,16512000000,8070000000,4913000000,6022000000,,697000000,2420000000,15000000
C,2019-06-30,4501000000,4792000000,0,0,10504000000,16669000000,1373000000,,6165000000,0,16669000000,8108000000,4799000000,6165000000,,751000000,2396000000,17000000
ADP,2019-06-30,2292800000,2292800000,74800000,7782200000,11094800000,14175200000,712800000,129900000,3080400000,3080400000,6393000000,3008200000,2292800000,3005600000,,,,
ADP,2018-06-30,1884900000,1884900000,356000000,7536400000,10689100000,13327700000,397700000,102700000,2638600000,2638600000,5791300000,2878200000,1884900000,2282600000,,,,
ADP,2017-06-30,1787800000,1787800000,120200000,7018300000,9875300000,12372000000,829100000,80000000,2496700000,2496700000,5353700000,2630800000,1787800000,2616900000,,,,
ADP,2016-06-30,1492500000,1493400000,4000000,6628700000,9429100000,11667800000,741300000,56200000,2238700000,2238700000,5039100000,2588800000,1492500000,2234700000,,,,
ADP,2020-03-31,820900000,820900000,5400000,2146200000,2965700000,4047800000,255800000,20000000,1082100000,1082100000,1901600000,726600000,820900000,1076700000,,,,
ADP,2019-12-31,651600000,651600000,1400000,2004700000,2835400000,3669500000,183900000,31600000,834100000,834100000,1664800000,741300000,651600000,835500000,,,,
ADP,2019-09-30,582400000,582400000,3400000,1955900000,2753200000,3495700000,156700000,39900000,742500000,742500000,1539800000,708400000,582400000,739100000,,,,
ADP,2019-06-30,475400000,475400000,2000000,1937600000,2867400000,3498700000,157900000,33700000,631300000,631300000,1561100000,846900000,475400000,633300000,,,,
SBUX,2019-09-29,3599200000,3594600000,550500000,19020500000,22592900000,26508600000,871600000,331000000,3915700000,3915700000,7488100000,1824100000,3599200000,4466200000,,371000000,1200000,
SBUX,2018-09-30,4518300000,4518000000,1969900000,17402900000,20909400000,24719500000,1262000000,170300000,3810100000,3810100000,7316600000,1704600000,4518300000,5780000000,,554900000,6300000,
SBUX,2017-10-01,2884700000,2884900000,420700000,15552200000,18490000000,22386800000,1432600000,92500000,3896800000,3896800000,6834600000,1408400000,2884700000,4317500000,,518000000,6900000,
SBUX,2016-10-02,2817700000,2818900000,344900000,14573300000,17462200000,21315900000,1379700000,81300000,3853700000,3853700000,6742600000,1408900000,2817700000,4198600000,,499200000,6700000,
SBUX,2020-03-29,328400000,324800000,28600000,4719100000,5576900000,5995700000,65400000,99200000,418800000,418800000,1276600000,406500000,328400000,390200000,,2800000,95000000,
SBUX,2019-12-29,885700000,885300000,8400000,5057900000,5944900000,7097100000,258500000,91900000,1152200000,1152200000,2039200000,434200000,885700000,1143800000,,800000,101800000,
SBUX,2019-09-29,802800000,802400000,600000,4888200000,5743700000,6747000000,201500000,95700000,1003300000,1003300000,1858800000,404900000,802800000,1003900000,,1200000,105800000,
SBUX,2019-06-30,1372800000,1373200000,593900000,4827100000,5740000000,6823000000,303700000,86400000,1083000000,1083000000,1995900000,480200000,1372800000,1676900000,,1600000,89600000,
PLD,2019-12-31,1566950000,1701846000,584237000,918927000,2338673000,3530799000,74517000,239953000,1192126000,1192126000,2611872000,266718000,1572959000,1776363000,,13149000,3418657000,
PLD,2018-12-31,1643426000,1822960000,741028000,757688000,1957447000,3102709000,63330000,229141000,1145262000,1145262000,2345021000,238985000,1649361000,1886290000,,13560000,3502795000,
PLD,2017-12-31,1641931000,1760959000,795935000,724664000,1847068000,2866701000,54609000,274486000,1019633000,1019633000,2142037000,231059000,1652325000,1815568000,,12205000,3074583000,
PLD,2016-12-31,1203218000,1292540000,472419000,697376000,1864757000,2739442000,54564000,303146000,874685000,874685000,2042066000,222067000,1209932000,1347104000,,14329000,3467059000,
PLD,2020-03-31,489418000,521164000,189531000,274192000,704425000,1066971000,30913000,75642000,362546000,362546000,792779000,69689000,491053000,552077000,,4516428000,14574000,
PLD,2019-12-31,385480000,426242000,161336000,230189000,588477000,874670000,21287000,60080000,286193000,286193000,644481000,65542000,386991000,447529000,,3418657000,3506000,
PLD,2019-09-30,450639000,491013000,109631000,244268000,594015000,988483000,13086000,60244000,394468000,394468000,744215000,65199000,452146000,504099000,,3418367000,2294000,
PLD,2019-06-30,383784000,410826000,171041000,218344000,572511000,838928000,26632000,59122000,266417000,266417000,620584000,66276000,385276000,437458000,,3446625000,3515000,
MDLZ,2019-12-31,3870000000,3885000000,367000000,15531000000,21614000000,25868000000,2000000,595000000,4254000000,4254000000,10337000000,5909000000,3870000000,3887000000,,,76000000,
MDLZ,2018-12-31,3381000000,3395000000,392000000,15586000000,22162000000,25938000000,773000000,452000000,3776000000,3776000000,10352000000,6400000000,3381000000,4168000000,,,76000000,
MDLZ,2017-12-31,2828000000,2842000000,242000000,15862000000,22146000000,25896000000,666000000,396000000,3750000000,3750000000,10034000000,6106000000,2828000000,3508000000,,,80000000,
MDLZ,2016-12-31,1635000000,1645000000,1637000000,15819000000,22527000000,25923000000,114000000,612000000,3396000000,3396000000,10104000000,6532000000,1635000000,1759000000,,,54000000,
MDLZ,2020-03-31,753000000,760000000,1000000,4256000000,5798000000,6707000000,148000000,213000000,909000000,909000000,2451000000,1499000000,753000000,908000000,,78000000,,
MDLZ,2019-12-31,726000000,729000000,180000000,4154000000,5774000000,6913000000,230000000,113000000,1139000000,1139000000,2759000000,1576000000,726000000,959000000,,76000000,,
MDLZ,2019-09-30,1423000000,1428000000,229000000,3839000000,5331000000,6355000000,633000000,232000000,1024000000,1024000000,2516000000,1449000000,1423000000,795000000,,68000000,,
MDLZ,2019-06-30,807000000,808000000,9000000,3593000000,5047000000,6062000000,216000000,127000000,1015000000,1015000000,2469000000,1411000000,807000000,1024000000,,81000000,,
BLK,2019-12-31,4476000000,4526000000,183000000,7133000000,8935000000,14539000000,1261000000,203000000,5604000000,5604000000,7406000000,1705000000,4476000000,5787000000,,,1382000000,
BLK,2018-12-31,4305000000,4302000000,204000000,6993000000,8616000000,14198000000,1076000000,184000000,5582000000,5582000000,7205000000,1573000000,4305000000,5378000000,,,1166000000,
BLK,2017-12-31,4952000000,4989000000,3000000,6811000000,8338000000,13600000000,270000000,205000000,5262000000,5262000000,6789000000,1438000000,4952000000,5259000000,,,466000000,
BLK,2016-12-31,3168000000,3166000000,184000000,6243000000,7622000000,12261000000,1289000000,205000000,4639000000,4639000000,6018000000,1280000000,3168000000,4455000000,,,246000000,
BLK,2020-03-31,806000000,627000000,96000000,1859000000,3001000000,3710000000,14000000,46000000,709000000,709000000,1851000000,1117000000,806000000,613000000,,1497000000,,
BLK,2019-12-31,1301000000,1334000000,61000000,1895000000,2404000000,3977000000,300000000,51000000,1573000000,1573000000,2082000000,480000000,1301000000,1634000000,,1382000000,,
BLK,2019-09-30,1119000000,1119000000,41000000,1777000000,2191000000,3692000000,341000000,54000000,1501000000,1501000000,1915000000,386000000,1119000000,1460000000,,1197000000,,
BLK,2019-06-30,1003000000,1013000000,0,1751000000,2189000000,3524000000,322000000,52000000,1335000000,1335000000,1773000000,413000000,1003000000,1335000000,,767000000,,
AXP,2019-12-31,6631000000,6759000000,162000000,12661000000,31392000000,39983000000,1670000000,,8591000000,0,27322000000,13051000000,6759000000,8429000000,,5680000000,,
AXP,2018-12-31,6787000000,6921000000,42000000,11473000000,28822000000,36986000000,1201000000,,8164000000,0,25513000000,11885000000,6921000000,8122000000,,5464000000,,
AXP,2017-12-31,2646000000,2748000000,78000000,10079000000,26369000000,33872000000,4677000000,,7503000000,0,23793000000,11089000000,2748000000,7425000000,,5201000000,,
AXP,2016-12-31,5252000000,5375000000,804000000,8919000000,25989000000,33227000000,2667000000,,7238000000,0,24308000000,11267000000,5375000000,8042000000,,5803000000,,
AXP,2020-03-31,333000000,367000000,20000000,2848000000,7257000000,7689000000,85000000,,432000000,0,4841000000,3100000000,367000000,452000000,,,1309000000,
AXP,2019-12-31,1661000000,1693000000,214000000,3273000000,8141000000,10341000000,293000000,,2200000000,0,7068000000,3599000000,1693000000,1986000000,,,1269000000,
AXP,2019-09-30,1723000000,1755000000,25000000,3172000000,7869000000,10110000000,511000000,,2241000000,0,6938000000,3317000000,1755000000,2266000000,,,1380000000,
AXP,2019-06-30,1729000000,1761000000,23000000,3215000000,7781000000,9977000000,458000000,,2196000000,0,6762000000,3140000000,1761000000,2219000000,,,1426000000,
DE,2019-11-03,3253000000,3257000000,201000000,30054600000,34923000000,39233000000,852000000,232000000,4310000000,4310000000,9178400000,2999000000,3253000000,4109000000,1782400000,87000000,18000000,
DE,2018-10-28,2368000000,2371000000,61000000,28333000000,33159000000,37318000000,1727000000,268000000,4159000000,4159000000,8985000000,2897000000,2368000000,4098000000,1658000000,271000000,17000000,
DE,2017-10-29,2159000000,2159000000,204000000,22293400000,26145000000,29071000000,971000000,230000000,2926000000,2926000000,6777600000,2493920000,2159000000,3130000000,1356680000,1000000,17200000,
DE,2016-10-30,1523200000,1521500000,132600000,20395100000,24194800000,26549000000,700100000,227200000,2354200000,2354200000,6153900000,2275300000,1523900000,2221600000,1393700000,130700000,24800000,
DE,2020-05-03,666000000,666000000,20000000,7122000000,8330000000,9261000000,245000000,76000000,931000000,931000000,2139000000,698000000,666000000,911000000,406000000,1000000,104000000,
DE,2020-02-02,516000000,518000000,78000000,5898000000,6979000000,7625000000,50000000,61000000,646000000,646000000,1727000000,671000000,516000000,568000000,425000000,18000000,15000000,
DE,2019-11-03,721000000,722000000,148000000,7658600000,8904000000,9878000000,104000000,64000000,974000000,974000000,2219400000,814000000,721000000,826000000,487400000,18000000,56000000,
DE,2019-07-28,899000000,899000000,67000000,7328000000,8848000000,10035000000,221000000,63000000,1187000000,1187000000,2707000000,749000000,899000000,1120000000,431000000,18000000,340000000,
CI,2019-12-31,5104000000,5120000000,2476000000,128487000000,144697000000,153743000000,1450000000,1600000000,9046000000,9046000000,25256000000,13261000000,5104000000,6570000000,,,41000000,
CI,2018-12-31,2637000000,2646000000,1291000000,32321000000,43697000000,48569000000,935000000,280000000,4872000000,4872000000,16248000000,11141000000,2637000000,3581000000,,,44000000,
CI,2017-12-31,2237000000,2232000000,773000000,27719000000,37664000000,42043000000,1374000000,243000000,4379000000,4379000000,14324000000,9830000000,2237000000,3606000000,,,49000000,
CI,2016-12-31,1867000000,1843000000,318000000,26809000000,36710000000,40007000000,1136000000,251000000,3297000000,3297000000,13198000000,9750000000,1867000000,2979000000,,,62000000,
CI,2020-03-31,1181000000,1189000000,711000000,32512000000,36273000000,38381000000,208000000,373000000,2108000000,2108000000,5869000000,3263000000,1181000000,1397000000,,42000000,,
CI,2019-12-31,977000000,984000000,1210000000,31992000000,35867000000,38338000000,277000000,476000000,2471000000,2471000000,6346000000,3140000000,977000000,1261000000,,41000000,,
CI,2019-09-30,1351000000,1354000000,405000000,32286000000,36439000000,38607000000,409000000,405000000,2168000000,2168000000,6321000000,3419000000,1351000000,1763000000,,37000000,,
CI,2019-06-30,1408000000,1410000000,665000000,32539000000,36419000000,38842000000,348000000,429000000,2423000000,2423000000,6303000000,3143000000,1408000000,1758000000,,34000000,,
DUK,2019-12-31,3687000000,3578000000,1608000000,13098000000,18953000000,24658000000,519000000,2204000000,5705000000,5705000000,11560000000,,3748000000,4097000000,,1307000000,1129000000,7000000
DUK,2018-12-31,2661000000,2625000000,2289000000,13399000000,18754000000,24116000000,448000000,2094000000,5362000000,5362000000,10717000000,,2666000000,3073000000,,1281000000,17000000,19000000
DUK,2017-12-31,3053000000,3070000000,1672000000,12486000000,17251000000,23189000000,1196000000,1986000000,5938000000,5938000000,10703000000,,3059000000,4266000000,,1238000000,2000000,6000000
DUK,2016-12-31,2159000000,2578000000,2158000000,12557000000,16489000000,22381000000,1156000000,1916000000,5892000000,5892000000,9824000000,,2152000000,3734000000,,638000000,8000000,408000000
DUK,2020-03-31,911000000,890000000,462000000,2985000000,4460000000,5949000000,137000000,551000000,1489000000,1489000000,2964000000,,938000000,1027000000,,1162000000,345000000,
DUK,2019-12-31,660000000,614000000,412000000,3503000000,4982000000,6103000000,95000000,547000000,1121000000,1121000000,2600000000,,674000000,709000000,,1129000000,295000000,
DUK,2019-09-30,1324000000,1323000000,398000000,3510000000,5031000000,6940000000,188000000,572000000,1909000000,1909000000,3430000000,,1342000000,1511000000,,969000000,335000000,
DUK,2019-06-30,817000000,748000000,410000000,3151000000,4574000000,5873000000,141000000,542000000,1299000000,1299000000,2722000000,,832000000,889000000,,119000000,334000000,
PYPL,2019-12-31,2459000000,2459000000,208000000,9785000000,14982000000,17772000000,539000000,115000000,2790000000,2790000000,7987000000,3112000000,2459000000,2998000000,2085000000,7000000,44000000,
PYPL,2018-12-31,2057000000,2057000000,157000000,8262000000,13232000000,15451000000,319000000,77000000,2219000000,2219000000,7189000000,2855000000,2057000000,2376000000,1831000000,284000000,44000000,
PYPL,2017-12-31,1795000000,1795000000,3000000,6695000000,10897000000,13094000000,405000000,7000000,2197000000,2197000000,6399000000,2370000000,1795000000,2200000000,1740000000,92000000,44000000,
PYPL,2016-12-31,1401000000,1401000000,45000000,5701000000,9256000000,10842000000,230000000,3000000,1586000000,1586000000,5141000000,1997000000,1401000000,1631000000,834000000,92000000,44000000,
PYPL,2020-03-31,84000000,84000000,164000000,2729000000,4191000000,4618000000,179000000,37000000,427000000,427000000,1889000000,857000000,84000000,263000000,605000000,44000000,,
PYPL,2019-12-31,507000000,507000000,55000000,2732000000,4162000000,4961000000,347000000,37000000,799000000,799000000,2229000000,872000000,507000000,854000000,558000000,44000000,,
PYPL,2019-09-30,462000000,462000000,213000000,2431000000,3681000000,4378000000,22000000,29000000,697000000,697000000,1947000000,717000000,462000000,484000000,533000000,44000000,,
PYPL,2019-06-30,823000000,823000000,240000000,2344000000,3602000000,4305000000,120000000,27000000,703000000,703000000,1961000000,775000000,823000000,943000000,483000000,44000000,,
ZTS,2019-12-31,1500000000,1500000000,392000000,1891000000,4067000000,6260000000,301000000,223000000,2193000000,2193000000,4369000000,1564000000,1500000000,1801000000,457000000,,,
ZTS,2018-12-31,1428000000,1424000000,260000000,1876000000,3875000000,5825000000,266000000,206000000,1950000000,1950000000,3949000000,1450000000,1428000000,1690000000,432000000,,,
ZTS,2017-12-31,864000000,862000000,223000000,1761000000,3559000000,5307000000,663000000,175000000,1748000000,1748000000,3546000000,1325000000,864000000,1525000000,382000000,,,
ZTS,2016-12-31,821000000,819000000,236000000,1647000000,3424000000,4888000000,409000000,166000000,1464000000,1464000000,3241000000,1316000000,821000000,1228000000,376000000,,,
ZTS,2020-03-31,423000000,423000000,46000000,457000000,991000000,1534000000,74000000,53000000,543000000,543000000,1077000000,387000000,423000000,497000000,107000000,,,
ZTS,2019-12-31,384000000,384000000,162000000,505000000,1075000000,1674000000,53000000,56000000,599000000,599000000,1169000000,398000000,384000000,437000000,132000000,,,
ZTS,2019-09-30,433000000,433000000,39000000,476000000,1017000000,1584000000,95000000,56000000,567000000,567000000,1108000000,391000000,433000000,528000000,112000000,,,
ZTS,2019-06-30,371000000,371000000,74000000,462000000,1018000000,1547000000,84000000,55000000,529000000,529000000,1085000000,406000000,371000000,455000000,111000000,,,
TMUS,2019-12-31,3468000000,3468000000,1739000000,18521000000,38656000000,44998000000,1135000000,1135000000,6342000000,6342000000,26477000000,13519000000,3468000000,4603000000,,,,
TMUS,2018-12-31,2888000000,2888000000,1441000000,18430000000,37881000000,43239000000,1029000000,1357000000,5358000000,5358000000,24809000000,12965000000,2888000000,3917000000,,,,
TMUS,2017-12-31,4481000000,4536000000,1492000000,17708000000,35951000000,40604000000,1375000000,1671000000,4653000000,4653000000,22896000000,12259000000,4536000000,3161000000,,,,
TMUS,2016-12-31,1405000000,1460000000,1093000000,16550000000,34070000000,37490000000,867000000,1730000000,3420000000,3420000000,20940000000,11378000000,1460000000,2327000000,,,,
TMUS,2020-03-31,951000000,951000000,542000000,4168000000,9314000000,11113000000,306000000,284000000,1799000000,1799000000,6945000000,3428000000,951000000,1257000000,,,,
TMUS,2019-12-31,751000000,751000000,395000000,5212000000,10518000000,11878000000,214000000,280000000,1360000000,1360000000,6666000000,3530000000,751000000,965000000,,,,
TMUS,2019-09-30,870000000,870000000,435000000,4437000000,9431000000,11061000000,325000000,284000000,1630000000,1630000000,6624000000,3339000000,870000000,1195000000,,,,
TMUS,2019-06-30,939000000,939000000,523000000,4310000000,9216000000,10979000000,301000000,283000000,1763000000,1763000000,6669000000,3321000000,939000000,1240000000,,,,
NFLX,2019-12-31,1866916000,1866916000,542023000,12440213000,17552193000,20156447000,195315000,626023000,2604254000,2604254000,7716234000,3566831000,1866916000,2062231000,1545149000,,,
NFLX,2018-12-31,1211242000,1211242000,378768000,9967538000,14189115000,15794341000,15216000,420493000,1605226000,1605226000,5826803000,2999763000,1211242000,1226458000,1221814000,,,
NFLX,2017-12-31,558929000,558929000,353358000,8033000000,10854034000,11692713000,73608000,238204000,838679000,838679000,3659713000,1867324000,558929000,485321000,953710000,,,
NFLX,2016-12-31,186678000,186678000,119286000,6257462000,8450876000,8830669000,73829000,150114000,379793000,379793000,2573207000,1413182000,186678000,260507000,780232000,,,
NFLX,2020-03-31,709067000,709067000,162386000,3599701000,4809435000,5767691000,86803000,184083000,958256000,958256000,2167990000,755917000,709067000,795870000,453817000,,,
NFLX,2019-12-31,586970000,586970000,309179000,3466023000,5008922000,5467434000,437637000,177801000,458512000,458512000,2001411000,1133523000,586970000,149333000,409376000,,,
NFLX,2019-09-30,665244000,665244000,32084000,3097919000,4264666000,5244905000,347079000,160660000,980239000,980239000,2146986000,786971000,665244000,1012323000,379776000,,,
NFLX,2019-06-30,270650000,270650000,205503000,3005657000,4216697000,4923116000,230266000,152033000,706419000,706419000,1917459000,827807000,270650000,500916000,383233000,,,
MMC,2019-12-31,1742000000,1773000000,963000000,9315000000,13250000000,16652000000,666000000,524000000,3402000000,3402000000,7337000000,,1742000000,2439000000,,3935000000,150000000,
MMC,2018-12-31,1650000000,1670000000,732000000,8390000000,11974000000,14950000000,574000000,290000000,2976000000,2976000000,6560000000,,1650000000,2244000000,,3584000000,73000000,
MMC,2017-12-31,1492000000,1510000000,213000000,7884000000,11168000000,14024000000,1133000000,237000000,2856000000,2856000000,6140000000,,1492000000,2643000000,,3284000000,83000000,
MMC,2016-12-31,1768000000,1795000000,184000000,7461000000,10547000000,13211000000,685000000,189000000,2664000000,2664000000,5750000000,,1768000000,2480000000,,3086000000,80000000,
MMC,2020-03-31,754000000,767000000,207000000,2468000000,3437000000,4651000000,240000000,127000000,1214000000,1214000000,2183000000,,754000000,1007000000,,156000000,969000000,
MMC,2019-12-31,391000000,396000000,292000000,2354000000,3441000000,4264000000,135000000,130000000,823000000,823000000,1910000000,,391000000,531000000,,150000000,1087000000,
MMC,2019-09-30,303000000,306000000,126000000,2368000000,3428000000,3968000000,108000000,133000000,540000000,540000000,1600000000,,303000000,414000000,,177000000,1060000000,
MMC,2019-06-30,332000000,344000000,284000000,2467000000,3515000000,4349000000,206000000,141000000,834000000,834000000,1882000000,,332000000,550000000,,272000000,1048000000,
SO,2019-12-31,4739000000,4729000000,925000000,11792000000,15817000000,21419000000,1798000000,1751000000,5602000000,5602000000,9627000000,267000000,4739000000,6527000000,,1254000000,4545000000,
SO,2018-12-31,2226000000,2284000000,1623000000,13831000000,19139000000,23495000000,449000000,1858000000,4356000000,4356000000,9664000000,235000000,2226000000,2733000000,,2412000000,4607000000,
SO,2017-12-31,842000000,888000000,1498000000,13116000000,20503000000,23031000000,142000000,1732000000,2528000000,2528000000,9915000000,235000000,842000000,1030000000,,4612000000,1685000000,
SO,2016-12-31,2448000000,2484000000,1052000000,11366000000,15409000000,19896000000,951000000,1362000000,4487000000,4487000000,8530000000,235000000,2448000000,3435000000,,1541000000,2136000000,
SO,2020-03-31,868000000,837000000,362000000,2607000000,3674000000,5018000000,145000000,460000000,1344000000,1344000000,2411000000,120000000,868000000,982000000,,4482000000,330000000,
SO,2019-12-31,441000000,405000000,395000000,3171000000,4188000000,4914000000,74000000,446000000,726000000,726000000,1743000000,67000000,441000000,331000000,,4545000000,313000000,
SO,2019-09-30,1316000000,1341000000,476000000,2811000000,3811000000,5995000000,367000000,438000000,2184000000,2184000000,3184000000,67000000,1316000000,1708000000,,4569000000,307000000,
SO,2019-06-30,899000000,928000000,359000000,2674000000,3666000000,5098000000,145000000,432000000,1432000000,1432000000,2424000000,66000000,899000000,1073000000,,4524000000,303000000,
GILD,2019-12-31,5386000000,5364000000,73000000,4675000000,17362000000,22449000000,204000000,995000000,5087000000,5087000000,17774000000,4381000000,5386000000,5160000000,8306000000,,125000000,
GILD,2018-12-31,5455000000,5460000000,1221000000,4853000000,13107000000,22127000000,2339000000,1077000000,9020000000,9020000000,17274000000,4056000000,5455000000,7799000000,4198000000,,147000000,
GILD,2017-12-31,4628000000,4644000000,595000000,4371000000,11983000000,26107000000,8885000000,1118000000,14124000000,14124000000,21736000000,3878000000,4628000000,13529000000,3734000000,,59000000,
GILD,2016-12-31,13501000000,13488000000,968000000,4261000000,12325000000,30390000000,3609000000,964000000,18065000000,18065000000,26129000000,3398000000,13501000000,17097000000,4666000000,,476000000,
GILD,2020-03-31,1551000000,1538000000,399000000,969000000,3146000000,5548000000,465000000,241000000,2402000000,2402000000,4579000000,1076000000,1551000000,2003000000,1101000000,112000000,,
GILD,2019-12-31,2696000000,2689000000,8000000,1683000000,3986000000,5879000000,788000000,243000000,1893000000,1893000000,4196000000,1204000000,2696000000,1901000000,1099000000,125000000,,
GILD,2019-09-30,1165000000,1168000000,28000000,1035000000,7077000000,5604000000,333000000,250000000,1473000000,1473000000,4569000000,1052000000,1165000000,1501000000,4990000000,132000000,,
GILD,2019-06-30,1880000000,1875000000,20000000,1000000000,3255000000,5685000000,535000000,248000000,2430000000,2430000000,4685000000,1095000000,1880000000,2410000000,1160000000,135000000,,
MO,2019-12-31,1300000000,1298000000,10044000000,7083000000,8986000000,19796000000,2064000000,1317000000,10810000000,10810000000,12713000000,1903000000,1293000000,766000000,,,135000000,
MO,2018-12-31,6955000000,6967000000,493000000,7451000000,9793000000,19627000000,2374000000,679000000,9834000000,9834000000,12176000000,2342000000,6963000000,9341000000,,,41000000,
MO,2017-12-31,10208000000,10227000000,133000000,7491000000,9533000000,19494000000,399000000,728000000,9961000000,9961000000,12003000000,2042000000,10222000000,9828000000,,,41000000,
MO,2016-12-31,14215000000,14244000000,12553000000,7736000000,10038000000,19337000000,7608000000,743000000,9299000000,9299000000,11601000000,2302000000,14239000000,21852000000,,,41000000,
MO,2020-03-31,1550000000,1550000000,669000000,1781000000,2269000000,5046000000,558000000,287000000,2777000000,2777000000,3265000000,488000000,1552000000,2108000000,,132000000,,
MO,2019-12-31,1811000000,1814000000,3940000000,1715000000,2085000000,4802000000,591000000,403000000,2717000000,2717000000,3087000000,370000000,1809000000,1223000000,,135000000,,
MO,2019-09-30,2601000000,2602000000,5104000000,1914000000,2436000000,5412000000,474000000,303000000,2976000000,2976000000,3498000000,522000000,2600000000,2128000000,,131000000,,
MO,2019-06-30,1994000000,1997000000,201000000,1876000000,2391000000,5193000000,604000000,319000000,2802000000,2802000000,3317000000,515000000,1996000000,2601000000,,40000000,,
BA,2019-12-31,636000000,636000000,157000000,71800000000,78661000000,76559000000,1623000000,722000000,2102000000,2102000000,4759000000,3642000000,636000000,2259000000,3219000000,,317000000,
BA,2018-12-31,10460000000,10460000000,239000000,81490000000,89284000000,101127000000,1144000000,475000000,11843000000,11843000000,19637000000,4525000000,10460000000,11604000000,3269000000,,71000000,
BA,2017-12-31,8458000000,8458000000,6000000,76612000000,83892000000,94005000000,1649000000,360000000,10113000000,10113000000,17393000000,4101000000,8458000000,10107000000,3179000000,,57000000,
BA,2016-12-31,5034000000,5034000000,1205000000,79026000000,86508000000,93496000000,749000000,306000000,6988000000,6988000000,14470000000,4091000000,5034000000,5783000000,3391000000,,60000000,
BA,2020-03-31,628000000,641000000,1106000000,15834000000,17305000000,16908000000,862000000,262000000,397000000,397000000,1074000000,799000000,628000000,1503000000,672000000,305000000,,
BA,2019-12-31,1010000000,1010000000,104000000,18415000000,20149000000,17911000000,1332000000,242000000,2238000000,2238000000,504000000,985000000,1010000000,2342000000,749000000,317000000,,
BA,2019-09-30,1167000000,1167000000,160000000,16930000000,18643000000,19980000000,10000000,203000000,1337000000,1337000000,3050000000,935000000,1167000000,1177000000,778000000,307000000,,
BA,2019-06-30,2942000000,2942000000,62000000,17810000000,19240000000,15751000000,485000000,154000000,3489000000,3489000000,2059000000,604000000,2942000000,3427000000,826000000,379000000,,
AMAT,2019-10-27,2706000000,2706000000,81000000,8222000000,11258000000,14608000000,563000000,237000000,3350000000,3350000000,6386000000,982000000,2706000000,3269000000,2054000000,,,
AMAT,2018-10-28,3038000000,3038000000,37000000,9188000000,12214000000,16705000000,1358000000,234000000,4491000000,4491000000,7517000000,1004000000,3038000000,4396000000,2022000000,,,
AMAT,2017-10-29,3519000000,3519000000,120000000,8086000000,10762000000,14698000000,297000000,198000000,3936000000,3936000000,6612000000,895000000,3519000000,3816000000,1781000000,,,
AMAT,2016-10-30,1721000000,1721000000,137000000,6316000000,8675000000,10825000000,292000000,155000000,2150000000,2150000000,4509000000,819000000,1721000000,2013000000,1540000000,,,
AMAT,2020-04-26,755000000,755000000,83000000,2200000000,2996000000,3957000000,123000000,61000000,961000000,961000000,1757000000,246000000,755000000,878000000,550000000,,,
AMAT,2020-01-26,892000000,892000000,50000000,2304000000,3107000000,4162000000,113000000,59000000,1055000000,1055000000,1858000000,251000000,892000000,1005000000,552000000,,,
AMAT,2019-10-27,698000000,698000000,24000000,2120000000,2890000000,3754000000,142000000,59000000,864000000,864000000,1634000000,255000000,698000000,840000000,515000000,,,
AMAT,2019-07-28,571000000,571000000,18000000,2005000000,2760000000,3562000000,211000000,58000000,802000000,802000000,1557000000,240000000,571000000,782000000,515000000,,,
ADI,2019-11-02,1359782000,1363011000,320736000,1977315000,4184601000,5991065000,122717000,229075000,1806464000,1806464000,4013750000,647897000,1363011000,1485728000,1130348000,,,
ADI,2018-11-03,1501071000,1506980000,304536000,1974293000,4264839000,6224689000,148334000,253589000,1959850000,1959850000,4250396000,696597000,1506980000,1655314000,1165047000,,,
ADI,2017-10-28,803136000,805379000,682330000,1719395000,3629277000,5246354000,129368000,250840000,1617077000,1617077000,3526959000,644398000,805379000,934747000,968133000,,,
ADI,2016-10-29,861664000,861664000,84875000,1194236000,2379613000,3421409000,95257000,88757000,1041796000,1041796000,2227173000,461438000,861664000,956921000,653816000,,,
ADI,2020-05-02,267696000,267696000,50279000,470386000,971720000,1317060000,27365000,49985000,345340000,345340000,846674000,141775000,267696000,295061000,252413000,,,
ADI,2020-02-01,203874000,203874000,58347000,455423000,1019001000,1303565000,22343000,48813000,284564000,284564000,848142000,199280000,203874000,226217000,257073000,,,
ADI,2019-11-02,277215000,277694000,115519000,501028000,1039873000,1443219000,10133000,50775000,403346000,403346000,942191000,154602000,277694000,287827000,277018000,,,
ADI,2019-08-03,361562000,362374000,58095000,482332000,1032490000,1480143000,27184000,59871000,447653000,447653000,997811000,162825000,362374000,389558000,280102000,,,
CME,2019-12-31,2116500000,2115800000,33500000,0,2201700000,4857800000,573800000,178000000,2656100000,2656100000,4857800000,1525000000,2116500000,2689600000,,203400000,30400000,
