stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest
PFE,2019-06-30,4002000000,8233000000,36168000000,13516000000,26826000000,3358000000,47073000000,14794000000,11535000000,1935000000,32030000000,1784000000,4598000000,122321000000,53352000000,27050000000,94440000000,12333000000,468000000,156199000000,11506000000,,59550000000,96274000000,86963000000,33024000000,11128000000,2140000000,357000000
PG,2019-06-30,11260000000,5017000000,20371000000,4951000000,18222000000,169000000,22473000000,21271000000,16082000000,,30011000000,4239000000,6694000000,116488000000,40273000000,17110000000,94918000000,,4009000000,115095000000,3132000000,,46266000000,67516000000,63827000000,24215000000,6048000000,3379000000,385000000
PG,2018-06-30,10344000000,4738000000,20863000000,4686000000,17751000000,141000000,23320000000,20600000000,15953000000,,28237000000,2569000000,5172000000,115170000000,45175000000,16327000000,98641000000,,4009000000,118310000000,2964000000,,51326000000,65427000000,63846000000,23902000000,9281000000,1772000000,590000000
PG,2017-06-30,9632000000,4624000000,18038000000,4594000000,14708000000,132000000,26494000000,19893000000,15881000000,,30210000000,5569000000,5001000000,109596000000,44699000000,16380000000,96124000000,,4009000000,120406000000,2720000000,,54178000000,64628000000,63641000000,24187000000,9568000000,1676000000,594000000
PG,2016-06-30,9325000000,4716000000,18945000000,4373000000,12574000000,28000000,33782000000,19385000000,17197000000,,30770000000,7102000000,5064000000,99373000000,44350000000,19438000000,87953000000,,4009000000,127136000000,5357000000,,56303000000,69153000000,63714000000,24527000000,6246000000,2760000000,642000000
PG,2020-03-31,10464000000,5330000000,23310000000,4640000000,18810800000,50000000,27140000000,21314000000,16996000000,,32896000000,15393000000,6605000000,122819000000,39617000000,15767800000,99474000000,,4009200000,118560000000,,,44640200000,72618800000,63976000000,23834000000,,12701000000,401000000
PG,2019-12-31,10781000000,5521000000,18985000000,5196000000,19351000000,64000000,18917000000,22153000000,16054000000,,30164000000,6279000000,6611000000,121815000000,39998000000,15990000000,98414000000,,4009000000,111723000000,,,44627000000,65815000000,64019000000,23980000000,,9153000000,370000000
PG,2019-09-30,10951000000,5465000000,20161000000,5143000000,17944000000,62000000,21925000000,21788000000,16410000000,,30253000000,9304000000,6676000000,118920000000,39605000000,16030000000,96625000000,,4009000000,114058000000,,,45663000000,67074000000,63949000000,24002000000,,9352000000,406000000
PG,2019-06-30,11260000000,5017000000,20371000000,4951000000,18222000000,169000000,22473000000,21271000000,16082000000,,30011000000,4239000000,6694000000,116488000000,40273000000,17110000000,94918000000,,4009000000,115095000000,,,46266000000,67516000000,63827000000,24215000000,,3379000000,385000000
PLD,2019-12-31,704954000,,11905877000,242066000,21850596000,6237371000,2174548000,30380550000,3141566000,4595000,910064000,1088855000,505798000,3141566000,,672491000,,843627000,6318000,40031850000,131497000,381013000,22584179000,13960066000,25719427000,733583000,,,3418657000
PLD,2018-12-31,760515000,,11089815000,239526000,21416082000,5745294000,1336982000,30042518000,3463138000,8767000,941312000,343856000,479807000,3463138000,,585649000,,753573000,6296000,38417664000,80469000,346852000,22229145000,12616776000,25685987000,813063000,,,3502795000
PLD,2017-12-31,702804000,,9412631000,239123000,15030583000,5496450000,1149547000,21889119000,3806119000,13533000,827830000,447046000,414332000,3806119000,,534873000,,453155000,5322000,29481075000,89217000,306461000,15562210000,10775334000,19363007000,531627000,,,3074583000
PLD,2016-12-31,556179000,,10608294000,273555000,14317122000,4230429000,1570485000,23463788000,4547480000,14052000,666573000,807316000,389506000,4547480000,,516925000,,489179000,5287000,30249932000,69934000,286821000,14912846000,11791792000,19455039000,595724000,,,3467059000
PLD,2020-03-31,888341000,,15676592000,,32190494000,6834758000,2841035000,42960139000,3233233000,,936350000,807871000,2371315000,3233233000,,1120323000,,2033058000,7386000,55007247000,48009000,,32190494000,18231377000,35416341000,,,,4516428000
PLD,2019-12-31,704954000,,11905877000,,21850596000,6237371000,2174548000,30380550000,3141566000,,910064000,1088855000,505798000,3141566000,,672491000,,843627000,6318000,40031850000,131497000,,22584179000,13960066000,25719427000,,,,3418657000
PLD,2019-09-30,808898000,,11459223000,,22448262000,5886820000,1864120000,30061048000,3251707000,,846220000,1024994000,1636197000,3251707000,,775043000,,839126000,6317000,39448185000,37026000,,22448262000,13512608000,25693652000,,,,3418367000
PLD,2019-06-30,740941000,,10968320000,,22261860000,5813582000,1040820000,30204435000,3396117000,,758333000,401190000,1647913000,3396117000,,799494000,,639630000,6311000,38706750000,16963000,,22261860000,12929317000,25651666000,,,,3446625000
PM,2019-12-31,2299000000,9235000000,26600000000,3717000000,19548000000,4635000000,20514000000,7397000000,9363000000,1153000000,18833000000,6861000000,2358000000,44583000000,5858000000,6416000000,30987000000,701000000,,42875000000,2860000000,,11577000000,52474000000,2019000000,2113000000,,4051000000,1978000000
PM,2018-12-31,2068000000,8804000000,26942000000,3564000000,21926000000,1269000000,19442000000,7201000000,10111000000,977000000,17191000000,6593000000,2422000000,45412000000,7189000000,6374000000,31014000000,481000000,,39801000000,2519000000,,12459000000,50540000000,1939000000,2278000000,,4054000000,1720000000
PM,2017-12-31,2242000000,8806000000,31306000000,3738000000,22184000000,1074000000,21594000000,7271000000,8535000000,1007000000,15962000000,8447000000,2931000000,43917000000,7666000000,5902000000,29859000000,603000000,,42968000000,2786000000,,12086000000,53198000000,1972000000,2432000000,,2506000000,1856000000
PM,2016-12-31,1666000000,9017000000,25851000000,3499000000,22482000000,1011000000,17608000000,6064000000,9559000000,859000000,16467000000,4239000000,2374000000,45049000000,7324000000,5433000000,30397000000,853000000,,36851000000,2580000000,,12688000000,47751000000,1964000000,2470000000,,2573000000,1788000000
PM,2020-03-31,2073000000,9045000000,24950000000,3334000000,20078000000,4390000000,16861000000,6107000000,10774000000,1113000000,16584000000,3746000000,3002000000,45920000000,5284000000,6974000000,30984000000,736000000,,37494000000,2936000000,,12944000000,48557000000,1992000000,1850000000,,1933000000,1881000000
PM,2019-12-31,2299000000,9235000000,26600000000,3717000000,19548000000,4635000000,20514000000,7397000000,9363000000,1153000000,18833000000,6861000000,2358000000,44583000000,5858000000,6416000000,30987000000,701000000,,42875000000,2860000000,,11577000000,52474000000,2019000000,2113000000,,4051000000,1978000000
PM,2019-09-30,1704000000,8529000000,26388000000,3729000000,18818000000,4499000000,19575000000,7352000000,8966000000,968000000,18045000000,6507000000,2186000000,44188000000,5720000000,5575000000,31197000000,810000000,,41420000000,2759000000,,11010000000,50575000000,1981000000,2088000000,,5035000000,1855000000
PM,2019-06-30,1708000000,8255000000,24823000000,4074000000,19157000000,4665000000,17163000000,7627000000,9051000000,1042000000,18046000000,4008000000,2510000000,44275000000,5828000000,5904000000,31128000000,826000000,,39923000000,2639000000,,11199000000,49332000000,1948000000,2130000000,,4762000000,1790000000
PYPL,2019-12-31,232000000,,,4407000000,9895000000,2863000000,38495000000,2172000000,173000000,396000000,26919000000,7349000000,813000000,7045000000,6212000000,2117000000,8342000000,22661000000,,51333000000,24845000000,,16885000000,34404000000,15588000000,778000000,3412000000,,
PYPL,2018-12-31,281000000,,,2845000000,8277000000,969000000,32963000000,1724000000,78000000,224000000,25904000000,7575000000,567000000,5433000000,6284000000,2042000000,5880000000,20371000000,,43332000000,21819000000,,15386000000,27946000000,14939000000,825000000,1534000000,,
PYPL,2017-12-31,257000000,,,1597000000,11487000000,1961000000,32645000000,1528000000,142000000,95000000,22863000000,2883000000,133000000,2143000000,4339000000,1917000000,3823000000,24706000000,,40774000000,20135000000,,15994000000,24780000000,14314000000,168000000,2812000000,,
PYPL,2016-12-31,192000000,,,5562000000,10442000000,1539000000,25733000000,1482000000,59000000,21000000,16878000000,1590000000,79000000,936000000,4059000000,1513000000,2069000000,14586000000,,33103000000,15364000000,,14712000000,18391000000,13579000000,211000000,3385000000,,
PYPL,2020-03-31,217000000,,,4169000000,5474000000,2360000000,38184000000,2333000000,120000000,,27449000000,7854000000,896000000,7792000000,9124000000,2231000000,8258000000,23161000000,,54266000000,25285000000,,15967000000,38255000000,15501000000,1369000000,2332000000,,
PYPL,2019-12-31,232000000,,,4407000000,9895000000,2863000000,38495000000,2172000000,173000000,,26919000000,7349000000,813000000,7045000000,6212000000,2117000000,8342000000,22661000000,,51333000000,24845000000,,16885000000,34404000000,15588000000,778000000,3412000000,,
PYPL,2019-09-30,193000000,,,3894000000,9676000000,2771000000,37748000000,2212000000,52000000,,26340000000,6877000000,685000000,6618000000,6178000000,1955000000,7835000000,22787000000,,50223000000,24178000000,,16483000000,33740000000,15266000000,629000000,3585000000,,
PYPL,2019-06-30,199000000,,,3545000000,9204000000,2276000000,36435000000,2231000000,28000000,,29847000000,4909000000,514000000,6244000000,6236000000,1898000000,7373000000,23776000000,,48391000000,25212000000,,16139000000,32252000000,15010000000,699000000,3506000000,,
QCOM,2019-09-29,1368000000,1400000000,13437000000,2471000000,3545000000,1130000000,16765000000,3081000000,100000000,1196000000,8935000000,11839000000,3527000000,100000000,6282000000,5648000000,4466000000,634000000,,32957000000,2894000000,,4909000000,28048000000,,2172000000,421000000,,
QCOM,2018-09-30,1825000000,1693000000,15365000000,2904000000,8646000000,1052000000,17384000000,2975000000,265000000,936000000,11389000000,11777000000,1854000000,265000000,6498000000,5157000000,542000000,699000000,,32718000000,3978000000,,807000000,31911000000,,2955000000,311000000,,
QCOM,2017-09-24,1971000000,2035000000,19398000000,3632000000,20386000000,2252000000,43593000000,3216000000,384000000,2900000000,10907000000,35029000000,6065000000,384000000,6623000000,4435000000,30088000000,618000000,,65486000000,2454000000,,30746000000,34740000000,,3737000000,2279000000,,
QCOM,2016-09-25,1858000000,1556000000,10008000000,2219000000,22599000000,14557000000,22981000000,2306000000,428000000,2030000000,7311000000,5946000000,3336000000,428000000,5679000000,3272000000,30936000000,558000000,,52359000000,1060000000,,31778000000,20591000000,,3500000000,12702000000,,
QCOM,2020-03-29,2061000000,1700000000,13449000000,3081000000,5138000000,,15313000000,3833000000,55000000,1249000000,9774000000,8403000000,3640000000,55000000,6294000000,5281000000,2990000000,586000000,,31938000000,4383000000,,3045000000,28893000000,,1889000000,1543000000,2000000000,
QCOM,2019-12-29,1718000000,1420000000,13437000000,2737000000,3829000000,,16205000000,3650000000,137000000,1254000000,9194000000,11109000000,4914000000,137000000,6297000000,5574000000,4376000000,625000000,,33111000000,3903000000,,4513000000,28598000000,,2045000000,314000000,1999000000,
QCOM,2019-09-29,1368000000,1400000000,13437000000,2471000000,3545000000,,16765000000,3081000000,100000000,1196000000,8935000000,11839000000,3527000000,100000000,6282000000,5648000000,4466000000,634000000,,32957000000,2894000000,,4909000000,28048000000,,2172000000,421000000,1997000000,
QCOM,2019-06-30,1587000000,1774000000,13426000000,2390000000,3195000000,,19204000000,3037000000,195000000,1172000000,10853000000,13923000000,2068000000,195000000,6308000000,4391000000,4687000000,682000000,,34133000000,4147000000,,5463000000,28670000000,,2350000000,435000000,2002000000,
RTX,2019-12-31,10809000000,10950000000,37704000000,17708000000,32335000000,,37497000000,15409000000,10213000000,1611000000,34586000000,7378000000,9224000000,42839000000,48063000000,20872000000,61594000000,1461000000,23019000000,139716000000,8006000000,,41774000000,95390000000,,26046000000,,3496000000,2552000000
RTX,2018-12-31,11080000000,10083000000,41120000000,17757000000,36090000000,,35503000000,12297000000,9409000000,1646000000,31368000000,6152000000,8852000000,41891000000,48112000000,20932000000,57823000000,1511000000,22514000000,134211000000,7102000000,,38446000000,93492000000,,26424000000,,2876000000,2273000000
RTX,2017-12-31,9579000000,9881000000,24963000000,12595000000,14183000000,,32858000000,10186000000,7610000000,1723000000,24391000000,8985000000,7711000000,43206000000,27910000000,15988000000,55242000000,1397000000,17574000000,96920000000,5479000000,,29610000000,65368000000,,15883000000,,2104000000,1942000000
RTX,2016-12-31,7483000000,8704000000,21697000000,11481000000,15164000000,,28550000000,9158000000,8429000000,1809000000,21906000000,7157000000,7857000000,42579000000,27059000000,16638000000,52873000000,1208000000,17285000000,89706000000,5297000000,,27579000000,60241000000,,15684000000,,1603000000,1886000000
RTX,2020-03-31,10976000000,11506000000,43148000000,17653000000,33670000000,,38875000000,15108000000,11849000000,1444000000,31502000000,8001000000,9012000000,44514000000,47481000000,20682000000,60826000000,1715000000,23099000000,139572000000,6648000000,,39411000000,97542000000,,25600000000,,1362000000,2619000000
RTX,2019-12-31,10809000000,10950000000,37704000000,17708000000,32335000000,,37497000000,15409000000,10213000000,1611000000,34586000000,7378000000,9224000000,42839000000,48063000000,20872000000,61594000000,1461000000,23019000000,139716000000,8006000000,,41774000000,95390000000,,26046000000,,3496000000,2552000000
RTX,2019-09-30,10840000000,11242000000,37714000000,17923000000,33259000000,,37816000000,14810000000,10886000000,1699000000,35567000000,7341000000,9284000000,43474000000,48041000000,20629000000,61069000000,1310000000,22873000000,139009000000,6393000000,,40468000000,96083000000,,25686000000,,5495000000,2458000000
RTX,2019-06-30,11109000000,10934000000,37825000000,18029000000,33567000000,,37058000000,15106000000,9963000000,1712000000,35422000000,6819000000,9212000000,42512000000,48358000000,20314000000,60548000000,1276000000,22718000000,138990000000,6358000000,,40754000000,95904000000,,25963000000,,6202000000,2332000000
SBUX,2019-09-29,1189700000,1529400000,11169600000,1020300000,10504800000,634300000,5653900000,6431700000,503300000,1765800000,6168700000,2686600000,2227100000,503300000,3490800000,8049600000,5771200000,12600000,1200000,19219600000,3750300000,,6232200000,25450600000,41100000,781800000,70500000,,1200000
SBUX,2018-09-30,1179300000,1400500000,9122700000,1648500000,3414300000,602400000,12494200000,5929100000,330300000,134700000,5684200000,8756300000,546900000,330300000,3541600000,8173700000,1457400000,24500000,1300000,24156400000,2936500000,,1169500000,22980600000,41100000,1042200000,181500000,,6300000
SBUX,2017-10-01,782500000,1364000000,3932600000,938400000,3469500000,1023900000,5283400000,4919500000,155600000,795400000,4220700000,2462300000,1158200000,155600000,1539200000,755300000,5563200000,13400000,1400000,14365600000,2547200000,,5450100000,8908600000,41100000,441400000,228600000,,6900000
SBUX,2016-10-02,730600000,1378500000,3185300000,768800000,3648100000,1496200000,4757900000,4533800000,108400000,885400000,4546800000,2128800000,1288700000,108400000,1719600000,689700000,5949800000,27700000,1500000,14312500000,2522000000,,5884000000,8421800000,41100000,516300000,134400000,,6700000
SBUX,2020-03-29,997700000,1492200000,11725700000,1331800000,11701800000,662200000,5749900000,14647800000,521800000,1709700000,8265800000,2572300000,2247300000,521800000,3493000000,7369900000,7050600000,30100000,1200000,27478900000,2636800000,,7530100000,35011800000,41100000,678700000,52900000,,2800000
SBUX,2019-12-29,1085600000,1408700000,10653200000,1049100000,11014900000,635900000,5899700000,14749400000,387400000,1731400000,8675500000,3040500000,2191300000,387400000,3515900000,7450000000,6414800000,23200000,1200000,27731300000,4275300000,,6759900000,34490400000,41100000,739100000,68400000,,800000
SBUX,2019-09-29,1189700000,1529400000,11169600000,1020300000,10504800000,634300000,5653900000,6431700000,503300000,1765800000,6168700000,2686600000,2227100000,503300000,3490800000,8049600000,5771200000,12600000,1200000,19219600000,3750300000,,6232200000,25450600000,41100000,781800000,70500000,,1200000
SBUX,2019-06-30,1145400000,1517200000,11159100000,898100000,8738500000,567500000,7734800000,6187800000,349000000,1533000000,5895800000,4763300000,1986400000,349000000,3564700000,8158500000,4013900000,13500000,1200000,20894400000,3712900000,,4320600000,25213400000,41100000,853200000,72100000,,1600000
SCHW,2019-12-31,39220000000,,7430000000,41358000000,17597000000,195522000000,93843000000,2705000000,88000000,,263923000000,29345000000,580000000,5679000000,1227000000,385000000,19960000000,1204000000,15000000,294005000000,220094000000,,18952000000,272260000000,4656000000,128000000,21936000000,,
SCHW,2018-12-31,32726000000,,6826000000,39708000000,16498000000,207130000000,85734000000,1769000000,252000000,,268745000000,27938000000,470000000,3966000000,1227000000,189000000,17329000000,3885000000,15000000,296482000000,231423000000,,17877000000,275812000000,4499000000,152000000,14203000000,,
SCHW,2017-12-31,31564000000,,4692000000,38577000000,14397000000,169056000000,70839000000,1471000000,152000000,,219793000000,14217000000,573000000,3044000000,1227000000,203000000,14408000000,2367000000,15000000,243274000000,169656000000,,15732000000,224749000000,4353000000,108000000,15678000000,,
SCHW,2016-12-31,36305000000,,2558000000,34062000000,12267000000,150740000000,69674000000,1299000000,163000000,,204108000000,10828000000,299000000,3293000000,1227000000,228000000,12649000000,2161000000,15000000,223383000000,163454000000,,13638000000,206962000000,4267000000,144000000,22623000000,,
SCHW,2020-03-31,49251000000,,8522000000,39156000000,22250000000,221931000000,142922000000,2291000000,3995000000,,335726000000,68458000000,2408000000,1739000000,1227000000,261000000,20487000000,998000000,15000000,370779000000,277477000000,,23477000000,344509000000,4714000000,,34310000000,,
SCHW,2019-12-31,39220000000,,7430000000,41358000000,17597000000,195522000000,93843000000,2705000000,88000000,,263923000000,29345000000,580000000,5679000000,1227000000,385000000,19960000000,1204000000,15000000,294005000000,220094000000,,18952000000,272260000000,4656000000,,21936000000,,
SCHW,2019-09-30,35887000000,,7427000000,39619000000,17334000000,195971000000,77736000000,2613000000,144000000,,249243000000,20252000000,1440000000,5468000000,1227000000,298000000,19374000000,1204000000,15000000,278987000000,209327000000,,18561000000,257633000000,4640000000,,16661000000,,
SCHW,2019-06-30,34081000000,,7424000000,38854000000,17300000000,191101000000,80063000000,2510000000,99000000,,246641000000,24199000000,1420000000,4767000000,1227000000,266000000,18680000000,2326000000,15000000,276321000000,208375000000,,18527000000,255001000000,4599000000,,14684000000,,
SO,2019-12-31,2557000000,2388000000,41593000000,3406000000,21689000000,1303000000,9817000000,84420000000,321000000,,12546000000,1975000000,17344000000,363000000,5280000000,30691000000,10877000000,1734000000,5257000000,118700000000,2481000000,13068000000,27505000000,86650000000,11734000000,536000000,,2968000000,4545000000
SO,2018-12-31,3436000000,2394000000,40539000000,3945000000,18795000000,1580000000,9583000000,80191000000,203000000,,14286000000,1396000000,19632000000,241000000,5315000000,32562000000,8706000000,1416000000,5164000000,116914000000,2490000000,10888000000,24723000000,87584000000,11094000000,613000000,,3198000000,4607000000
SO,2017-12-31,3076000000,2627000000,44289000000,4043000000,17026000000,1513000000,10072000000,79238000000,189000000,,13594000000,2130000000,13041000000,225000000,6268000000,27097000000,8885000000,820000000,5038000000,111005000000,2682000000,9551000000,24167000000,85153000000,10469000000,873000000,,3861000000,1685000000
SO,2016-12-31,2825000000,2782000000,42525000000,3790000000,17537000000,1549000000,9722000000,77811000000,180000000,,12917000000,1975000000,13394000000,211000000,6251000000,27257000000,10356000000,811000000,4952000000,109697000000,2722000000,10109000000,24758000000,82803000000,9661000000,970000000,,2555000000,2136000000
SO,2020-03-31,1951000000,2215000000,44235000000,2923000000,21922000000,1386000000,9430000000,85288000000,367000000,,9553000000,2164000000,16945000000,411000000,5280000000,31247000000,11088000000,1461000000,5266000000,118852000000,2599000000,13509000000,27725000000,86645000000,11782000000,523000000,,1809000000,4482000000
SO,2019-12-31,2557000000,2388000000,41593000000,3406000000,21689000000,1303000000,9817000000,84420000000,321000000,,12546000000,1975000000,17344000000,363000000,5280000000,30691000000,10877000000,1734000000,5257000000,118700000000,2481000000,13068000000,27505000000,86650000000,11734000000,536000000,,2968000000,4545000000
SO,2019-09-30,2266000000,2324000000,41891000000,3382000000,21683000000,1540000000,9917000000,83076000000,279000000,,10534000000,2931000000,17228000000,320000000,5280000000,31276000000,11087000000,1001000000,5234000000,117591000000,2311000000,12984000000,27513000000,85509000000,11512000000,550000000,,3292000000,4569000000
SO,2019-06-30,2371000000,2143000000,39462000000,3369000000,21066000000,1557000000,8352000000,82670000000,238000000,,10999000000,1383000000,16456000000,279000000,5282000000,31062000000,10420000000,914000000,5217000000,114867000000,2222000000,12145000000,26898000000,83445000000,11540000000,550000000,,3124000000,4524000000
SPGI,2019-12-31,190000000,,3948000000,1577000000,4603000000,,4712000000,996000000,624000000,52000000,3093000000,2866000000,558000000,12923000000,3575000000,883000000,12205000000,26000000,294000000,11348000000,2345000000,,479000000,8544000000,903000000,1507000000,28000000,,2325000000
SPGI,2018-12-31,211000000,,3662000000,1449000000,4531000000,,3587000000,270000000,742000000,52000000,2630000000,1917000000,425000000,11783000000,3535000000,845000000,11284000000,49000000,294000000,9441000000,2065000000,,628000000,7137000000,833000000,1624000000,18000000,,1676000000
SPGI,2017-12-31,195000000,,3170000000,1319000000,3750000000,,4324000000,275000000,649000000,59000000,3214000000,2777000000,367000000,10251000000,2989000000,923000000,10023000000,10000000,412000000,9425000000,2148000000,,709000000,7307000000,525000000,1470000000,12000000,,1409000000
SPGI,2016-12-31,183000000,,3564000000,1122000000,3859000000,,3671000000,271000000,773000000,61000000,2611000000,2392000000,218000000,9474000000,2949000000,713000000,9210000000,10000000,412000000,8669000000,2019000000,,650000000,6888000000,502000000,1560000000,8000000,,1131000000
SPGI,2020-03-31,203000000,,3949000000,1504000000,5392000000,,3695000000,961000000,660000000,,2983000000,1932000000,665000000,13989000000,3703000000,854000000,12691000000,20000000,294000000,10463000000,2454000000,,250000000,8389000000,754000000,1439000000,,,2324000000
SPGI,2019-12-31,190000000,,3948000000,1577000000,4603000000,,4712000000,996000000,624000000,,3093000000,2866000000,558000000,12923000000,3575000000,883000000,12205000000,26000000,294000000,11348000000,2345000000,,479000000,8544000000,903000000,1507000000,,,2325000000
SPGI,2019-09-30,188000000,,2966000000,1486000000,4596000000,,3722000000,958000000,684000000,,3373000000,1996000000,566000000,12837000000,3515000000,807000000,12054000000,26000000,294000000,10188000000,2047000000,,346000000,7761000000,835000000,1427000000,,,2081000000
SPGI,2019-06-30,214000000,,3664000000,1543000000,4460000000,,3694000000,949000000,651000000,,2699000000,1881000000,570000000,12282000000,3519000000,741000000,11710000000,45000000,294000000,10185000000,2107000000,,512000000,7725000000,790000000,1453000000,,,1948000000
T,2019-12-31,29640000000,2864000000,152719000000,25816000000,119637000000,5085000000,54761000000,154167000000,5470000000,,68911000000,12130000000,33798000000,7615000000,146241000000,104429000000,57936000000,12264000000,7621000000,551669000000,16830000000,,184221000000,349735000000,126279000000,157617000000,,11672000000,17713000000
T,2018-12-31,27018000000,2771000000,166941000000,29164000000,126108000000,6245000000,51427000000,131473000000,4249000000,,64420000000,5204000000,32522000000,7810000000,146370000000,104708000000,58753000000,12241000000,7621000000,531864000000,19747000000,,184089000000,337980000000,125525000000,163827000000,,7190000000,9795000000
T,2017-12-31,24439000000,2225000000,127293000000,18303000000,78864000000,1577000000,79146000000,125222000000,7017000000,,81389000000,50498000000,18427000000,5697000000,105449000000,93408000000,50500000000,6751000000,6495000000,444097000000,12046000000,,140861000000,302090000000,89563000000,114276000000,,38372000000,1146000000
T,2016-12-31,22027000000,2039000000,117562000000,18400000000,98932000000,1674000000,38369000000,124899000000,4961000000,,50576000000,5788000000,16812000000,7698000000,105207000000,111573000000,34734000000,10587000000,6495000000,403821000000,12600000000,,123135000000,279711000000,89604000000,116860000000,,9828000000,975000000
T,2020-03-31,36142000000,,154988000000,23191000000,122231000000,5042000000,52704000000,152929000000,385000000,,69704000000,9955000000,34669000000,18342000000,145546000000,102048000000,58534000000,17866000000,7621000000,545354000000,12055000000,9276000000,177779000000,349905000000,129966000000,154464000000,78000000,14762000000,17670000000
T,2019-12-31,29640000000,,152719000000,25816000000,119637000000,5085000000,54761000000,154167000000,5470000000,,68911000000,12130000000,33798000000,7615000000,146241000000,104429000000,57936000000,12264000000,7621000000,551669000000,16830000000,9430000000,184221000000,349735000000,126279000000,157617000000,54000000,11672000000,17713000000
T,2019-09-30,39000000000,,156973000000,26022000000,120804000000,5415000000,50695000000,155793000000,2137000000,,68126000000,6588000000,33040000000,9058000000,146106000000,105259000000,59347000000,16488000000,7621000000,548796000000,12715000000,9518000000,183049000000,354469000000,125139000000,157747000000,102000000,10362000000,11278000000
T,2019-06-30,37192000000,,159408000000,25375000000,123164000000,5138000000,47218000000,154724000000,3289000000,,66376000000,8423000000,32413000000,7862000000,146662000000,104672000000,59389000000,11927000000,7621000000,546914000000,11613000000,9556000000,184257000000,352833000000,125109000000,160759000000,26000000,10922000000,9824000000
TMO,2019-12-31,1920000000,3370000000,17089000000,4952000000,10053000000,67000000,11893000000,5448000000,2679000000,,6197000000,2399000000,1245000000,7915000000,25714000000,4849000000,22092000000,1172000000,434000000,58381000000,1054000000,,29675000000,28706000000,15064000000,14014000000,,,
TMO,2018-12-31,1615000000,3005000000,17848000000,4595000000,12739000000,64000000,10625000000,4165000000,2498000000,,6147000000,2103000000,1053000000,6163000000,25347000000,4651000000,18696000000,922000000,432000000,56232000000,997000000,,27586000000,28646000000,14621000000,14978000000,,,
TMO,2017-12-31,1428000000,2971000000,18997000000,3879000000,16561000000,32000000,9421000000,4047000000,2003000000,,7048000000,1335000000,1195000000,5106000000,25290000000,5211000000,15914000000,1236000000,428000000,56669000000,897000000,,25413000000,31256000000,14177000000,16684000000,,,
TMO,2016-12-31,926000000,2213000000,15482000000,3427000000,13757000000,37000000,7021000000,2578000000,2636000000,,4866000000,786000000,975000000,4942000000,21328000000,4020000000,13927000000,595000000,415000000,45908000000,648000000,,21540000000,24368000000,12140000000,13969000000,,,
TMO,2020-03-28,1599000000,3454000000,19261000000,5166000000,10598000000,65000000,12738000000,4736000000,3088000000,,5500000000,2981000000,1992000000,9853000000,25614000000,5368000000,22791000000,1137000000,435000000,58688000000,1077000000,,28559000000,30129000000,15186000000,13543000000,,,
TMO,2019-12-31,1920000000,3370000000,17089000000,4952000000,10053000000,67000000,11893000000,5448000000,2679000000,,6197000000,2399000000,1245000000,7915000000,25714000000,4849000000,22092000000,1172000000,434000000,58381000000,1054000000,,29675000000,28706000000,15064000000,14014000000,,,
TMO,2019-09-28,1659000000,3308000000,16423000000,4993000000,10580000000,107000000,10514000000,5065000000,2722000000,,5844000000,1273000000,1108000000,7208000000,25624000000,4578000000,21165000000,940000000,434000000,56729000000,1081000000,,29355000000,27374000000,14964000000,14311000000,,,
TMO,2019-06-29,1391000000,3209000000,16709000000,4775000000,11891000000,36000000,11223000000,5027000000,2630000000,,7509000000,2288000000,1064000000,7073000000,25757000000,4506000000,20482000000,951000000,433000000,57970000000,1210000000,,28729000000,29241000000,14887000000,14863000000,,,
TMUS,2019-12-31,4322000000,964000000,24944000000,4558000000,9721000000,,9305000000,35632000000,868000000,,12506000000,1528000000,3474000000,,1930000000,6561000000,8833000000,2255000000,,86921000000,1470000000,,28789000000,58132000000,38498000000,36580000000,,1200000000,
TMUS,2018-12-31,5487000000,1084000000,25532000000,4369000000,12940000000,,8281000000,23359000000,332000000,,10267000000,1203000000,3170000000,,1901000000,8220000000,12954000000,1625000000,,72468000000,1438000000,,24718000000,47750000000,38010000000,35757000000,,447000000,
TMUS,2017-12-31,6182000000,1566000000,25496000000,4227000000,14707000000,,8915000000,22196000000,8000000,,11515000000,1219000000,2186000000,,1683000000,7192000000,16074000000,1903000000,,70563000000,1755000000,,22559000000,48004000000,38629000000,35583000000,,999000000,
TMUS,2016-12-31,5163000000,1111000000,26341000000,3866000000,10837000000,,14217000000,20943000000,1000000,,9022000000,5500000000,1658000000,,1683000000,8580000000,20610000000,3740000000,,65891000000,1710000000,,18236000000,47655000000,38846000000,27390000000,,20000000,
TMUS,2020-03-31,6003000000,1225000000,22946000000,4313000000,9515000000,,9487000000,35854000000,1660000000,,14756000000,1112000000,3393000000,1671000000,1930000000,6577000000,7949000000,2837000000,,87226000000,1348000000,,28977000000,58249000000,38597000000,36562000000,,2300000000,
