Symbol,Nombre oficial,Sector,Subsector,Security Name,Country
MCHP,MICROCHIP TECHNOLOGY INCORPORATED,Information Technology,Semiconductors & Semiconductor Equipment,Microchip Technology Incorporated - Common Stock,United States
MCHX,Marchex,Utilities,Media & Publishing,"Marchex, Inc. - Class B Common Stock",United States
MCK,MCKESSON CORPORATION,Consumer Staples,Food & Drug Retailing,McKesson Corporation Common Stock,United States
MCO,MOODY'S CORPORATION,Utilities,Professional & Commercial Services,Moody's Corporation Common Stock,United States
MCOX,Mecox Lane Limited,,,Mecox Lane Limited - American Depositary Shares,United States
MCRI,Monarch Casino,Real Estate,Hotels & Entertainment Services,"Monarch Casino & Resort, Inc. - Common Stock",United States
MCRL,"Micrel, Incorporated",,,"Micrel, Incorporated - Common Stock",United States
MCUR,Mind Cure Hlth,Health Care,Biotechnology & Medical Research,Macrocure Ltd. - Ordinary Shares,France
MDAS,"MedAssets, Inc.",,,"MedAssets, Inc. - Common Stock",Indonesia
MDCA,MDC Partners Inc.,,,MDC Partners Inc. - Class A Subordinate Voting Shares,Canada
MDCO,The Medicines Company,,,The Medicines Company - Common Stock,United States
MDIV,First Trust Exchange,,,First Trust Exchange-Traded Fund VI Multi-Asset Diversified Income Index Fund,India
MDLZ,"Mondelez International, Inc.",Consumer Staples,Food & Tobacco,"Mondelez International, Inc. - Class A Common Stock",United States
MDM,Mountain Province Diamonds Inc.,,,Mountain Province Diamonds Inc. - Common Stock,United States
MDRX,Allscripts,Health Care,Healthcare Equipment & Supplies,"Allscripts Healthcare Solutions, Inc. - common stock",United States
MDSO,"Medidata Solutions, Inc.",,,"Medidata Solutions, Inc. - Common Stock",Singapore
MDSY,"BluePhoenix Solutions, Ltd.",,,"BluePhoenix Solutions, Ltd. - Ordinary Shares",United Kingdom
MDT,MEDTRONIC PUBLIC LIMITED COMPANY,Health Care,Healthcare Equipment & Supplies,Medtronic plc. Ordinary Shares,United States
MDVN,"Medivation, Inc.",,,"Medivation, Inc. - Common Stock",United States
MDWD,Mediwound,Health Care,Pharmaceuticals,MediWound Ltd. - Ordinary Shares,Israel
MDXG,MiMedx Group,Health Care,Biotechnology & Medical Research,"MiMedx Group, Inc - Common Stock",United States
MEET,"MeetMe, Inc.",,,"MeetMe, Inc. - Common Stock",United States
MEIL,Methes Energies,Financials,Holding Companies,Methes Energies International Ltd - Common Stock,United States
MEILW,Methes Energies International Ltd,,,Methes Energies International Ltd - Class A Warrants,United States
MEILZ,Methes Energies International Ltd,,,Methes Energies International Ltd - Class B Warrants,Brazil
MEIP,MEI Pharma,Health Care,Biotechnology & Medical Research,"MEI Pharma, Inc. - Common Stock",United States
MELA,"MELA Sciences, Inc",,,"MELA Sciences, Inc - Common Stock",Israel
MELI,MERCADOLIBRE INC,Information Technology,Software & IT Services,"MercadoLibre, Inc. - Common Stock",Argentina
MELR,"Melrose Bancorp, Inc.",,,"Melrose Bancorp, Inc. - Common Stock",United States
MEMP,Memorial Production Partners LP,,,Memorial Production Partners LP - Common Units,Taiwan
MENT,Mentor Graphics Corporation,,,Mentor Graphics Corporation - Common Stock,United States
MEOH,METHANEX CORPORATION,Energy,Chemicals,Methanex Corporation - Common Stock,Canada
MERC,Mercer Intl,Utilities,Paper & Forest Products,Mercer International Inc. - Common Stock,Canada
MERU,"Meru Networks, Inc.",,,"Meru Networks, Inc. - Common Stock",India
MET,"METLIFE, INC.",Financials,Insurance,MetLife Inc. Common Stock,United States
METR,"Metro Bancorp, Inc",,,"Metro Bancorp, Inc - Common Stock",Australia
MFLX,Multi,,,"Multi-Fineline Electronix, Inc. - Common Stock",Norway
MFNC,Mackinac Financial Corporation,,,Mackinac Financial Corporation - Common Stock,United States
MFRI,"MFRI, Inc.",,,"MFRI, Inc. - Common Stock",Germany
MFRM,Mattress Firm Holding Corp.,,,Mattress Firm Holding Corp. - Common Stock,Germany
MFSF,MutualFirst Financial Inc.,,,MutualFirst Financial Inc. - Common Stock,Canada
MGCD,MGC Diagnostics Corporation,,,MGC Diagnostics Corporation - Common Stock,France
MGEE,MGE Energy,Utilities,Electrical Utilities & IPPs,MGE Energy Inc. - Common Stock,United States
MGI,MoneyGram Intl,Utilities,Professional & Commercial Services,"Moneygram International, Inc. - Common Stock",United States
MGIC,Magic Software,Information Technology,Software & IT Services,Magic Software Enterprises Ltd. - Ordinary Shares,Israel
MGLN,"Magellan Health, Inc.",,,"Magellan Health, Inc. - Common Stock",United States
MGM,MGM RESORTS INTERNATIONAL,Real Estate,Hotels & Entertainment Services,MGM Resorts International Common Stock,United States
MGNX,MacroGenics,Health Care,Biotechnology & Medical Research,"MacroGenics, Inc. - Common Stock",United States
MGPI,MGP Ingredients,Consumer Staples,Beverages,"MGP Ingredients, Inc. - Common Stock",United States
MGRC,McGrath,Utilities,Professional & Commercial Services,McGrath RentCorp - Common Stock,United States
MGYR,Magyar Bancorp,Financials,Banking Services,"Magyar Bancorp, Inc. - Common Stock",United States
MHGC,Morgans Hotel Group Co.,,,Morgans Hotel Group Co. - Common Stock,Germany
MHK,Mohawk Inds,Consumer Staples,Household Goods,Mohawk Industries Inc. Common Stock,United States
MHLD,Maiden Hldgs,Financials,Insurance,"Maiden Holdings, Ltd. - Common Stock",Bermuda
MHLDO,"Maiden Holdings, Ltd.",,,"Maiden Holdings, Ltd. - 7.25% Mandatory Convertible Preference Shares, Series B",Taiwan
MICT,MICT,Aerospace & Defense,Aerospace & Defense,"Micronet Enertec Technologies, Inc. - Common Stock",United States
MICTW,"Micronet Enertec Technologies, Inc.",,,"Micronet Enertec Technologies, Inc. - Warrant",United States
MIDD,Middleby,Consumer Staples,Household Goods,The Middleby Corporation - Common Stock,United States
MIFI,"Novatel Wireless, Inc.",,,"Novatel Wireless, Inc. - Common Stock",Germany
MIK,Meikles,Consumer Staples,Food & Drug Retailing,"The Michaels Companies, Inc. - Common Stock",France
MIND,Mind Technology,Utilities,Oil & Gas Related Equipment and Services,"Mitcham Industries, Inc. - Common Stock",United States
MINI,Miton UK,Financials,Collective Investments,"Mobile Mini, Inc. - Common Stock",United States
MITK,Mitek Systems,Information Technology,Software & IT Services,"Mitek Systems, Inc. - Common Stock",United States
MITL,Mitel Networks Corporation,,,Mitel Networks Corporation - Common Shares,United States
MKC,"MCCORMICK & COMPANY, INCORPORATED",Consumer Staples,Food & Tobacco,McCormick & Company Incorporated Common Stock,United States
MKSI,MKS Instruments,Industrials,"Machinery, Equipment & Components","MKS Instruments, Inc. - Common Stock",United States
MKTO,"Marketo, Inc.",,,"Marketo, Inc. - Common Stock",France
MKTX,MARKETAXESS HOLDINGS INC.,Financials,Investment Banking & Investment Services,"MarketAxess Holdings, Inc. - Common Stock",United States
MLAB,Mesa Labs,Industrials,"Machinery, Equipment & Components","Mesa Laboratories, Inc. - Common Stock",United States
MLHR,"Herman Miller, Inc.",,,"Herman Miller, Inc. - Common Stock",United States
MLM,"MARTIN MARIETTA MATERIALS, INC.",Industrials,Construction Materials,Martin Marietta Materials Inc. Common Stock,United States
MLNK,MeridianLink,Information Technology,Financial Technology (Fintech) & Infrastructure,"ModusLink Global Solutions, Inc - Common Stock",United Kingdom
MLNX,"Mellanox Technologies, Ltd.",,,"Mellanox Technologies, Ltd. - Ordinary Shares",France
MLVF,Malvern Bancorp,Financials,Banking Services,"Malvern Bancorp, Inc. - Common Stock",United States
MMAC,"MMA Capital Management, LLC",,,"MMA Capital Management, LLC - Common Stock",United States
MMC,Marsh & McLennan,Financials,,Marsh & McLennan Companies Inc. Common Stock,United States
MMLP,Martin Midstream Partners L.P.,,,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,United States
MMM,3M COMPANY,Consumer Staples,Consumer Goods Conglomerates,3M Company Common Stock,United States
MMSI,Merit Med Sys,Health Care,Healthcare Equipment & Supplies,"Merit Medical Systems, Inc. - Common Stock",United States
MMYT,MakeMyTrip,Real Estate,Hotels & Entertainment Services,MakeMyTrip Limited - Ordinary Shares,India
MNDO,Mind CTI,Information Technology,Software & IT Services,MIND C.T.I. Ltd. - Ordinary Shares,Israel
MNGA,MagneGas Corporation,,,MagneGas Corporation - Common Stcok,Germany
MNKD,MannKind,Health Care,Biotechnology & Medical Research,MannKind Corporation - Common Stock,United States
MNOV,MediciNova Inc,Health Care,Biotechnology & Medical Research,"MediciNova, Inc. - Common Stock",United States
MNRK,"Monarch Financial Holdings, Inc.",,,"Monarch Financial Holdings, Inc. - Common Stock",India
MNRO,Monro,Consumer Staples,Specialty Retailers,"Monro Muffler Brake, Inc. - Common Stock",United States
MNST,MONSTER BEVERAGE CORPORATION,Consumer Staples,Beverages,Monster Beverage Corporation - Common Stock,United States
MNTA,"Momenta Pharmaceuticals, Inc.",,,"Momenta Pharmaceuticals, Inc. - Common Stock",India
MNTX,Manitex Inter,Industrials,"Machinery, Equipment & Components","Manitex International, Inc. - common stock",United States
MO,"Altria Group, Inc.",Consumer Staples,Food & Tobacco,Altria Group Inc.,United States
MOBI,Sky,,,Sky-mobi Limited - American Depositary Shares,India
MOBL,"MobileIron, Inc.",,,"MobileIron, Inc. - Common Stock",Malaysia
MOCO,MOODY'S CORPORATION,Utilities,Professional & Commercial Services,"MOCON, Inc. - Common Stock",India
MOFG,Midwestone Fincl,Financials,Banking Services,"MidWestOne Financial Group, Inc. - Common Stock",United States
MOKO,MOKO Social Media Ltd.,,,MOKO Social Media Ltd. - American Depositary Shares,Canada
MOLG,"MOL Global, Inc.",,,"MOL Global, Inc. - American Depositary Shares",Taiwan
MOMO,Hello Group Inc.,Information Technology,Software & IT Services,Momo Inc. - American Depositary Shares,China
MORN,Morningstar,Utilities,Professional & Commercial Services,"Morningstar, Inc. - Common Stock",United States
MOS,THE MOSAIC COMPANY,Energy,Chemicals,Mosaic Company (The) Common Stock,United States
MOSY,"MoSys, Inc.",,,"MoSys, Inc. - Common Stock",United States
MPAA,Motorcar Parts,Industrials,Automobiles & Auto Parts,"Motorcar Parts of America, Inc. - Common Stock",United States
MPB,Mid Penn Bancorp,Financials,Banking Services,Mid Penn Bancorp - Common Stock,United States
MPC,MARATHON PETROLEUM CORPORATION,Energy,Oil & Gas,Marathon Petroleum Corporation Common Stock,United States
MPEL,Melco Crown Entertainment Limited,,,Melco Crown Entertainment Limited - American depositary shares each representing three ordinary shares,Germany
MPET,Magellan Petroleum Corporation,,,Magellan Petroleum Corporation - Common Stock,Germany
MPWR,Monolithic Power,Information Technology,Semiconductors & Semiconductor Equipment,"Monolithic Power Systems, Inc. - Common Stock",United States
MRCC,Monroe Capital,Financials,Collective Investments,Monroe Capital Corporation - Common Stock,United States
MRCY,Mercury Systems,Aerospace & Defense,Aerospace & Defense,Mercury Systems Inc - Common Stock,United States
MRD,Melcor Devmt,Real Estate,Real Estate Operations,Memorial Resource Development Corp. - Common Stock,United States
MRGE,Mirage Energy,Utilities,Oil & Gas Related Equipment and Services,Merge Healthcare Incorporated. - Common Stock,United States
MRK,"MERCK & CO., INC.",Health Care,Pharmaceuticals,Merck & Company Inc. Common Stock (new),United States
MRKT,Markit Ltd.,,,Markit Ltd. - Common Shares,Switzerland
MRLN,"MERLIN Properties SOCIMI, S.A.",Real Estate,Residential & Commercial REIT,Marlin Business Services Corp. - Common Stock,United States
MRNS,"MARINUS PHARMACEUTICALS, INC.",Health Care,Pharmaceuticals,"Marinus Pharmaceuticals, Inc. - Common Stock",United States
MRO,MARATHON OIL CORPORATION,Energy,Oil & Gas,Marathon Oil Corporation Common Stock,United States
MRTN,Marten Transport,Utilities,Freight & Logistics Services,"Marten Transport, Ltd. - Common Stock",United States
MRTX,Mirati,Health Care,Biotechnology & Medical Research,"Mirati Therapeutics, Inc. - Common Stock",United States
MRVC,"MRV Communications, Inc.",,,"MRV Communications, Inc. - Common Stock",United States
MRVL,Marvell Tech,Information Technology,Semiconductors & Semiconductor Equipment,Marvell Technology Group Ltd. - Common Stock,Bermuda
MS,MORGAN STANLEY,Financials,Investment Banking & Investment Services,Morgan Stanley Common Stock,United States
MSBF,MSB Financial Corp.,,,MSB Financial Corp. - common stock,Taiwan
MSCC,Microsemi Corporation,,,Microsemi Corporation - Common Stock,Germany
MSCI,MSCI INC.,Utilities,Professional & Commercial Services,MSCI Inc Common Stock,United States
MSEX,MIDDLESEX WATER COMPANY,Utilities,Water Utilities,Middlesex Water Company - Common Stock,United States
MSFG,"MainSource Financial Group, Inc.",,,"MainSource Financial Group, Inc. - Common Stock",France
MSFT,MICROSOFT CORPORATION,Information Technology,Software & IT Services,Microsoft Corporation - Common Stock,United States
MSG,MCS Services,Utilities,Professional & Commercial Services,The Madison Square Garden Company - Class A Common Stock,Germany
MSI,"MOTOROLA SOLUTIONS, INC.",Communication Services,Communications & Networking,Motorola Solutions Inc. Common Stock,United States
MSLI,Merus Labs International Inc.,,,Merus Labs International Inc. - Common Stock,United States
MSON,"MISONIX, Inc.",,,"MISONIX, Inc. - Common Stock",United States
MSTR,MicroStrategy,Information Technology,Software & IT Services,MicroStrategy Incorporated - Class A Common Stock,United States
MTB,M&T Bnk US,Financials,Banking Services,M&T Bank Corporation Common Stock,United States
MTBC,CareCloud,Information Technology,Software & IT Services,"Medical Transcription Billing, Corp. - Common Stock",United States
MTD,METTLER-TOLEDO INTERNATIONAL INC.,Consumer Staples,Office Equipment,Mettler-Toledo International Inc. Common Stock,Switzerland
MTEX,Mannatech,Consumer Staples,Food & Tobacco,"Mannatech, Incorporated - Common Stock",United States
MTGE,Meier Tobler Grp,Industrials,"Machinery, Equipment & Components",American Capital Mortgage Investment Corp. - Common Stock,United States
MTGEP,American Capital Mortgage Investment Corp.,,,American Capital Mortgage Investment Corp. - 8.125% Series A Cumulative Redeemable Preferred Stock,United States
MTLS,Materialise,Information Technology,Software & IT Services,Materialise NV - American Depositary Shares,Belgium
MTRX,Matrix Service,Industrials,Construction & Engineering,Matrix Service Company - Common Stock,United States
MTSC,MTS Systems Corporation,,,MTS Systems Corporation - Common Stock,Germany
MTSI,MACOM,Information Technology,Semiconductors & Semiconductor Equipment,"M/A-COM Technology Solutions Holdings, Inc. - Common Stock",United States
MTSL,MER Telemanagement Solutions Ltd.,,,MER Telemanagement Solutions Ltd. - Ordinary Shares,Israel
MTSN,"Mattson Technology, Inc.",,,"Mattson Technology, Inc. - Common Stock",United States
MU,"MICRON TECHNOLOGY, INC.",Information Technology,Semiconductors & Semiconductor Equipment,"Micron Technology, Inc. - Common Stock",United States
MULT,AdvisorShares Sunrise Global Multi,,,AdvisorShares Sunrise Global Multi-Strategy ETF,Brazil
MVIS,MicroVision,Industrials,Electronic Equipment & Parts,"Microvision, Inc. - Common Stock",United States
MWIV,"MWI Veterinary Supply, Inc.",,,"MWI Veterinary Supply, Inc. - common stock",Brazil
MXIM,"Maxim Integrated Products, Inc.",Information Technology,,"Maxim Integrated Products, Inc. - Common Stock",United States
MXWL,"Maxwell Technologies, Inc.",,,"Maxwell Technologies, Inc. - Common Stock",Indonesia
MYGN,Myriad Genetics,Health Care,Healthcare Equipment & Supplies,"Myriad Genetics, Inc. - Common Stock",United States
MYL,Mallee Resources,Metals & Mining,Metals & Mining,Mylan Inc. - Common Stock,Germany
MYOS,MYOS Corporation,,,MYOS Corporation - Common Stock,Thailand
MYRG,MYR Group,Industrials,Construction & Engineering,"MYR Group, Inc. - Common Stock",United States
